 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2003   10328    corn                    14609.562    6574.303     255.667      36.524
   365    12    31  2003   10328    soyb                     2557.278    1150.775     105.507      19.691
   365    12    31  2003   10329    corn                    14533.241    6539.958     254.332      36.333
   365    12    31  2003   10329    soyb                     2582.784    1162.253     108.479      19.887
   365    12    31  2003   10330    corn                    14133.175    6359.928     247.331      35.333
   365    12    31  2003   10330    soyb                     2464.513    1109.031      58.850      18.977
   365    12    31  2003   10331    corn                    14133.312    6359.990     247.333      35.333
   365    12    31  2003   10331    soyb                     2464.676    1109.104      58.856      18.978
   365    12    31  2003   10332    corn                    14927.940    6717.573     261.239      37.320
   365    12    31  2003   10332    soyb                     2804.916    1262.212     114.076      21.598
   365    12    31  2003   10333    corn                    14135.182    6360.831     247.366      35.338
   365    12    31  2003   10333    soyb                     2466.894    1110.102      58.880      18.995
   365    12    31  2003   10334    corn                    14498.541    6524.343     230.097      36.246
   365    12    31  2003   10334    soyb                     2798.070    1259.131     114.059      21.545
   365    12    31  2003   10335    corn                    14533.231    6539.954     254.332      36.333
   365    12    31  2003   10335    soyb                     2582.766    1162.245     108.481      19.887
   365    12    31  2003   10336    corn                    13276.961    5974.632     232.347      33.192
   365    12    31  2003   10337    corn                    14420.800    6489.359     252.364      36.052
   365    12    31  2003   10338    corn                    16501.619    7425.729     288.778      41.254
   365    12    31  2003   10338    soyb                     3131.068    1408.981      55.498      24.109
   365    12    31  2003   10339    corn                    14920.301    6714.135     261.105      37.301
   365    12    31  2003   10339    soyb                     2567.674    1155.453     108.475      19.771
   365    12    31  2003   10340    corn                    13988.072    6294.632     244.791      34.970
   365    12    31  2003   10340    soyb                     2266.904    1020.107      96.340      17.455
   365    12    31  2003   10341    corn                    14778.748    6650.437     258.628      36.947
   365    12    31  2003   10341    soyb                     2563.981    1153.792     105.396      19.743
   365    12    31  2003   10342    corn                    14920.203    6714.091     261.104      37.301
   365    12    31  2003   10342    soyb                     2567.528    1155.388     108.464      19.770
   365    12    31  2003   10343    corn                    15018.207    6758.193     262.819      37.546
   365    12    31  2003   10343    soyb                     2772.796    1247.758     114.108      21.351
   365    12    31  2003   10344    corn                    14772.666    6647.699     258.522      36.932
   365    12    31  2003   10344    soyb                     2745.031    1235.264      60.769      21.137
